filepath,domain,label,is_dg_class,label_idx,split,modality
Processed_Data_PNG/ADIAC_Database/Cyclotella/000543BA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/001190AA.png,ADIAC_Database,Cyclotella,True,10,val,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000827BB.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000827CA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000305.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000827AA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/001197AA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/001189BA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000827BA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000875BB.png,ADIAC_Database,Cyclotella,True,10,test,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/001191AA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000494CA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000483AA.png,ADIAC_Database,Cyclotella,True,10,val,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/001197BA.png,ADIAC_Database,Cyclotella,True,10,test,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000305B.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000494AA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000494BA.png,ADIAC_Database,Cyclotella,True,10,test,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000541BB.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000542BB.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000542BA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/001196AA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000494BB.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000828BA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000828AA.png,ADIAC_Database,Cyclotella,True,10,val,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000483BA.png,ADIAC_Database,Cyclotella,True,10,test,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000543AA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000541AA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/001189AA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000543BB.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000542AA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000875BA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/001196BA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000483BB.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/001190BA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000543CA.png,ADIAC_Database,Cyclotella,True,10,val,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000875AA.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Cyclotella/000828BB.png,ADIAC_Database,Cyclotella,True,10,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002086AA.png,ADIAC_Database,Eunotia,True,18,val,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002147AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000621BB.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000620BB.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002081AA.png,ADIAC_Database,Eunotia,True,18,test,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000383B.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000372B.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000645AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001337AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000619BB.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002154AA.png,ADIAC_Database,Eunotia,True,18,val,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001341AA.png,ADIAC_Database,Eunotia,True,18,test,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002093AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002162AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001961AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000384.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000377.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002146AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000381B.png,ADIAC_Database,Eunotia,True,18,val,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002076AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000382B.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001343AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001340AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002094AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000380.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000255.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002084AA.png,ADIAC_Database,Eunotia,True,18,val,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000176B.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001335AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002089AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001962AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001218AA.png,ADIAC_Database,Eunotia,True,18,val,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001275AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001956AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002085AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002082AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000377B.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000376.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000374B.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000256.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000621AA.png,ADIAC_Database,Eunotia,True,18,test,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000831BA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001964AA.png,ADIAC_Database,Eunotia,True,18,val,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001336AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002150AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000238.png,ADIAC_Database,Eunotia,True,18,val,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000625BB.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002078AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000619AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000376B.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000831AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002156AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001963AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001960AA.png,ADIAC_Database,Eunotia,True,18,val,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001222AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000620AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002157AA.png,ADIAC_Database,Eunotia,True,18,test,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000255B.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002092AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000384B.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002091AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001344AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000381.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002153AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000620BA.png,ADIAC_Database,Eunotia,True,18,val,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000625BA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000379B.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000831BB.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000372.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000374.png,ADIAC_Database,Eunotia,True,18,val,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000373.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002073AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000256B.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000645BA.png,ADIAC_Database,Eunotia,True,18,test,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001274AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002143AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002152AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000383.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000625AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000378B.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002077AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002148AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001276AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002159AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002075AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000621BA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000378.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001213AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002087AA.png,ADIAC_Database,Eunotia,True,18,test,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001958AA.png,ADIAC_Database,Eunotia,True,18,test,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001339AA.png,ADIAC_Database,Eunotia,True,18,test,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000375.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002145AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000382.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002151AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002144AA.png,ADIAC_Database,Eunotia,True,18,val,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002079AA.png,ADIAC_Database,Eunotia,True,18,test,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000619BA.png,ADIAC_Database,Eunotia,True,18,test,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002095AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002155AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002141AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002158AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002090AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000380B.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002160AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000379.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000375B.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002083AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002161AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002149AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000645BB.png,ADIAC_Database,Eunotia,True,18,val,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000373B.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002080AA.png,ADIAC_Database,Eunotia,True,18,test,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001342AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001957AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001338AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/000238B.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/002142AA.png,ADIAC_Database,Eunotia,True,18,test,BF
Processed_Data_PNG/ADIAC_Database/Eunotia/001959AA.png,ADIAC_Database,Eunotia,True,18,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/002000AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000665BA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000665AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/001857AA.png,ADIAC_Database,Sellaphora,True,38,val,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/001855AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000277B.png,ADIAC_Database,Sellaphora,True,38,test,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000309B.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000130B.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000125B.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/001853AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000273.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000110B.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/001863AA.png,ADIAC_Database,Sellaphora,True,38,val,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000070B.png,ADIAC_Database,Sellaphora,True,38,test,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/001860AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/001858AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000252B.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000277.png,ADIAC_Database,Sellaphora,True,38,val,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000506AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000080B.png,ADIAC_Database,Sellaphora,True,38,test,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000163B.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000435CB.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000506CA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/001848AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000273B.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/001852AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000097B.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000252.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000506BB.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/001859AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000121B.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/001862AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/001854AA.png,ADIAC_Database,Sellaphora,True,38,test,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000506BA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000161B.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/001856AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000112B.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000435CA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000162B.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000131B.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000291B.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/001850AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000665BB.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/001861AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000435DA.png,ADIAC_Database,Sellaphora,True,38,val,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000291.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/002001AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000435AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000115B.png,ADIAC_Database,Sellaphora,True,38,test,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000309.png,ADIAC_Database,Sellaphora,True,38,test,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000123B.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/001851AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/000435BA.png,ADIAC_Database,Sellaphora,True,38,val,BF
Processed_Data_PNG/ADIAC_Database/Sellaphora/001849AA.png,ADIAC_Database,Sellaphora,True,38,train,BF
Processed_Data_PNG/ADIAC_Database/Epithemia/000191.png,ADIAC_Database,Epithemia,True,17,train,BF
Processed_Data_PNG/ADIAC_Database/Epithemia/000193.png,ADIAC_Database,Epithemia,True,17,train,BF
Processed_Data_PNG/ADIAC_Database/Epithemia/000438AB.png,ADIAC_Database,Epithemia,True,17,train,BF
Processed_Data_PNG/ADIAC_Database/Epithemia/000438AA.png,ADIAC_Database,Epithemia,True,17,train,BF
Processed_Data_PNG/ADIAC_Database/Epithemia/000439AB.png,ADIAC_Database,Epithemia,True,17,train,BF
Processed_Data_PNG/ADIAC_Database/Epithemia/000440BA.png,ADIAC_Database,Epithemia,True,17,train,BF
Processed_Data_PNG/ADIAC_Database/Epithemia/001950AA.png,ADIAC_Database,Epithemia,True,17,train,BF
Processed_Data_PNG/ADIAC_Database/Epithemia/000192.png,ADIAC_Database,Epithemia,True,17,train,BF
