filepath,md5,file_size_bytes
Processed_Data_PNG/ADIAC_Database/Cyclotella/001197BA.png,db638d0412d352e1e08b6ca68b007a3f,47008
Processed_Data_PNG/ADIAC_Database/Cyclotella/000305B.png,3317ed1a81754e52c56a9716375a0a20,156779
Processed_Data_PNG/ADIAC_Database/Cyclotella/000494AA.png,9a4ab4530437ec94ad0a48a152668010,257331
Processed_Data_PNG/ADIAC_Database/Cyclotella/000494BA.png,719e03993ed4aaf24487ed52a70914ad,263725
Processed_Data_PNG/ADIAC_Database/Cyclotella/000541BB.png,abe8832594b1b8e97082f22b5f59cb90,127654
Processed_Data_PNG/ADIAC_Database/Cyclotella/000542BB.png,6736100278ccd14c4216c6fdce86741b,166518
Processed_Data_PNG/ADIAC_Database/Cyclotella/000542BA.png,0b6942f5b4963e75431571e5d92f7e25,163467
Processed_Data_PNG/ADIAC_Database/Cyclotella/001196AA.png,5a7981e7e6c6e81697f8aaa67e3de9eb,152755
Processed_Data_PNG/ADIAC_Database/Cyclotella/000494BB.png,43502df8a029a13943fc04a861fd78e9,268074
Processed_Data_PNG/ADIAC_Database/Cyclotella/000828BA.png,739d70dc09d629107224187538b0f856,281700
Processed_Data_PNG/ADIAC_Database/Cyclotella/000828AA.png,e0487f4285b4accdffaff0a8855c6f20,279358
Processed_Data_PNG/ADIAC_Database/Cyclotella/000483BA.png,e20dd7c7cdc1a7c62c24364180fbef67,142338
Processed_Data_PNG/ADIAC_Database/Cyclotella/000543AA.png,091be4cff822a3847f67528596ee5f16,146145
Processed_Data_PNG/ADIAC_Database/Cyclotella/000541AA.png,6b2db457a03aa479229bfe0a85c6a6c4,121615
Processed_Data_PNG/ADIAC_Database/Cyclotella/001189AA.png,b7a75adb636d2fcf8d121698ac6ce1cd,61011
Processed_Data_PNG/ADIAC_Database/Cyclotella/000543BB.png,82f45b745330d6cda9e8bdb75ff5966f,151480
Processed_Data_PNG/ADIAC_Database/Cyclotella/000542AA.png,109eb59b95e1d4e6d4c57cadcd1dd630,165122
Processed_Data_PNG/ADIAC_Database/Cyclotella/000875BA.png,08e9bad12b604694276987918dde8049,74536
Processed_Data_PNG/ADIAC_Database/Cyclotella/001196BA.png,fc5e369147fe5770f817756d742ea2f0,153349
Processed_Data_PNG/ADIAC_Database/Cyclotella/000483BB.png,96b251a79589fda6587f88c0ca011b79,145114
Processed_Data_PNG/ADIAC_Database/Cyclotella/001190BA.png,1612e8fb12ec3b6055e14e8acfda80d3,60604
Processed_Data_PNG/ADIAC_Database/Cyclotella/000543CA.png,c366ea7eddf19e5b94f7c8413a8622f4,145256
Processed_Data_PNG/ADIAC_Database/Cyclotella/000875AA.png,77db48189bf0432e62689669720060f5,74011
Processed_Data_PNG/ADIAC_Database/Cyclotella/000828BB.png,a2d614980409c043082bd58eb07a20a3,283774
Processed_Data_PNG/ADIAC_Database/Eunotia/002086AA.png,f72153009838d623efae5ae254f49887,92819
Processed_Data_PNG/ADIAC_Database/Eunotia/002147AA.png,5edb70171c90fe2418895b88a6817b22,275865
Processed_Data_PNG/ADIAC_Database/Eunotia/000621BB.png,9a1fce84c1d3da45a8a3a544a7604cd0,180597
Processed_Data_PNG/ADIAC_Database/Eunotia/000620BB.png,a18a70bdbcaad977a9f58942d432664e,142675
Processed_Data_PNG/ADIAC_Database/Eunotia/002081AA.png,29a2b27badf5f6d91f1dc98772f7715e,106394
Processed_Data_PNG/ADIAC_Database/Eunotia/000383B.png,ea2fd8287c088234650692aa042ac292,220041
Processed_Data_PNG/ADIAC_Database/Eunotia/000372B.png,a2b5e5060c82176241b6d1a601152ed5,209441
Processed_Data_PNG/ADIAC_Database/Eunotia/000645AA.png,2a071d6f44571f20fc353002033c8b55,308397
Processed_Data_PNG/ADIAC_Database/Eunotia/001337AA.png,8a2f412721c5b308f099afab93cc86a1,173705
Processed_Data_PNG/ADIAC_Database/Eunotia/000619BB.png,ee994acc25ca480687658ed40e3cf61f,163461
Processed_Data_PNG/ADIAC_Database/Eunotia/002154AA.png,97656b9d923376cd567c5b906861d069,237619
Processed_Data_PNG/ADIAC_Database/Eunotia/001341AA.png,721fa676e719bf12a050e844f787674c,126588
Processed_Data_PNG/ADIAC_Database/Eunotia/002093AA.png,b455038f8bb482e9c1ef9360bf11aedc,108718
Processed_Data_PNG/ADIAC_Database/Eunotia/002162AA.png,c75cb5a20469b5da47074fc525eb27ed,172412
Processed_Data_PNG/ADIAC_Database/Eunotia/001961AA.png,627498db592464592e6c86899dcd3ad6,162100
Processed_Data_PNG/ADIAC_Database/Eunotia/000384.png,3ae2cb37fd28dd9a17860b3f61e7dd99,214626
Processed_Data_PNG/ADIAC_Database/Eunotia/000377.png,9ed12dcf335bc479f24cbbe4cb788cfe,193909
Processed_Data_PNG/ADIAC_Database/Eunotia/002146AA.png,9d36077997383747459f2473fe2e8299,270452
Processed_Data_PNG/ADIAC_Database/Eunotia/000381B.png,0fb5f2cf4617cd06ab592d0c4fd31103,164807
Processed_Data_PNG/ADIAC_Database/Eunotia/002076AA.png,89b1e69ca5d006987ab4f45d7cad18b9,119103
Processed_Data_PNG/ADIAC_Database/Eunotia/000382B.png,3efa055277bc94ff56dc648520465de4,174791
Processed_Data_PNG/ADIAC_Database/Eunotia/001343AA.png,99ac8530a6a0a0312a6eb093de555c2d,132896
Processed_Data_PNG/ADIAC_Database/Eunotia/001340AA.png,3ece2ad581310b89359b2e765b3f69a0,169827
Processed_Data_PNG/ADIAC_Database/Eunotia/002094AA.png,1b2cb514b4152e4539e7ddcbd7d689bf,115609
Processed_Data_PNG/ADIAC_Database/Eunotia/000380.png,29bc71ba45050a2cef0438c3806e2edd,214868
Processed_Data_PNG/ADIAC_Database/Eunotia/000255.png,23d3a0e4b45a530c88e688dcac19e4f0,164702
Processed_Data_PNG/ADIAC_Database/Eunotia/002084AA.png,9a95e93f078383aac1b2743bb66d939a,127599
Processed_Data_PNG/ADIAC_Database/Eunotia/000176B.png,931350dd31ddde2166a4fa121e94cffd,280559
Processed_Data_PNG/ADIAC_Database/Eunotia/001335AA.png,1ffba56b25a33ea0c0c5a70f9a95a39d,167558
Processed_Data_PNG/ADIAC_Database/Eunotia/002089AA.png,dbcea1fd6821fe78ad8950caaa28b99c,91224
Processed_Data_PNG/ADIAC_Database/Eunotia/001962AA.png,6619a0ff5e760ea8b4fd819e5eab366d,173161
Processed_Data_PNG/ADIAC_Database/Eunotia/001218AA.png,37a936d1d179ae262e14b49bb4861beb,205934
Processed_Data_PNG/ADIAC_Database/Eunotia/001275AA.png,c3b0f4e0ba3d040353b1a2c53aea7e5f,203224
Processed_Data_PNG/ADIAC_Database/Eunotia/001956AA.png,23fbc69fdcec6c49e6d2e54dc358a5a3,164668
Processed_Data_PNG/ADIAC_Database/Eunotia/002085AA.png,6c071da3f33c09596e7d2bb55774dfdb,104152
Processed_Data_PNG/ADIAC_Database/Eunotia/002082AA.png,9d2506ed13afb343965645ce11b5067c,99820
Processed_Data_PNG/ADIAC_Database/Eunotia/000377B.png,61dfcdafdb670a244528c8578978d5dd,195693
Processed_Data_PNG/ADIAC_Database/Eunotia/000376.png,b9fc621836c13f0398ccc719d3a7b761,166777
Processed_Data_PNG/ADIAC_Database/Eunotia/000374B.png,367e952bda968a53a454aae653ad0db3,103967
Processed_Data_PNG/ADIAC_Database/Eunotia/000256.png,b623f9c2f329f03d219db6699db2a0f6,217399
Processed_Data_PNG/ADIAC_Database/Eunotia/000621AA.png,a2479a77e0e45637de8c536731053d98,176070
Processed_Data_PNG/ADIAC_Database/Eunotia/000831BA.png,fc391afb115ded470aa1cbbb07582078,191078
Processed_Data_PNG/ADIAC_Database/Eunotia/001964AA.png,4706bd57204f674a37529ca1d0b3df60,150124
Processed_Data_PNG/ADIAC_Database/Eunotia/001336AA.png,43ecbd4a9bbd4b964747126eae69e6f8,156120
Processed_Data_PNG/ADIAC_Database/Eunotia/002150AA.png,32a3ad970893ea859623e5b926230c0c,137393
Processed_Data_PNG/ADIAC_Database/Eunotia/000238.png,5bef96f65f50f2f72cc3b575bbac226d,182439
Processed_Data_PNG/ADIAC_Database/Eunotia/000625BB.png,b1472463fd0358d85cab3d6bc620c953,137299
Processed_Data_PNG/ADIAC_Database/Eunotia/002078AA.png,63e56f51dbd27345e04d3897b57cc709,99076
Processed_Data_PNG/ADIAC_Database/Eunotia/000619AA.png,02a874ebba15858ca2fd5c4fec8aacff,159947
Processed_Data_PNG/ADIAC_Database/Eunotia/000376B.png,35e728be1e45b3b99fd8065ddb707ab0,168035
Processed_Data_PNG/ADIAC_Database/Eunotia/000831AA.png,12a5018e50de94e7c6b029d2c165f43a,187605
Processed_Data_PNG/ADIAC_Database/Eunotia/002156AA.png,982716b6d64b061296480128fb50d334,142211
Processed_Data_PNG/ADIAC_Database/Eunotia/001963AA.png,39ac05470e9c5342d69ff593352902c4,159794
Processed_Data_PNG/ADIAC_Database/Eunotia/001960AA.png,986ca99fb0de9774b305780b4682d637,169489
Processed_Data_PNG/ADIAC_Database/Eunotia/001222AA.png,80de88ea42a89ac6e615c554d4e878f6,403141
Processed_Data_PNG/ADIAC_Database/Eunotia/000620AA.png,10add6da05b69c5484e092036f18bcc3,140500
Processed_Data_PNG/ADIAC_Database/Eunotia/002157AA.png,6db6ce19dde336c59ca43ac128bce735,132509
Processed_Data_PNG/ADIAC_Database/Eunotia/000255B.png,46998530f69841bcde5a1d2a6b5c483d,167618
Processed_Data_PNG/ADIAC_Database/Eunotia/002092AA.png,4596b72e9af784933f2ceb954a51c0f2,133024
Processed_Data_PNG/ADIAC_Database/Eunotia/000384B.png,bb56f2b898db8d9354921143277609d7,216403
Processed_Data_PNG/ADIAC_Database/Eunotia/002091AA.png,c10ded21a23f844a324b2abc8b678d66,144124
Processed_Data_PNG/ADIAC_Database/Eunotia/001344AA.png,e882c696708c5463b5c77c48813be13f,124421
Processed_Data_PNG/ADIAC_Database/Eunotia/000381.png,24abd8deecebf5daa585f73233d1f9d3,159618
Processed_Data_PNG/ADIAC_Database/Eunotia/002153AA.png,ab43ed36a9ec2aa927f78f448ba4aeb8,190639
Processed_Data_PNG/ADIAC_Database/Eunotia/000620BA.png,2c4c2d9bd403e87faa12900a8232788a,141105
Processed_Data_PNG/ADIAC_Database/Eunotia/000625BA.png,913fb089b32040d1c3f86a424f89ec51,134293
Processed_Data_PNG/ADIAC_Database/Eunotia/000379B.png,c1738314a9a7e7407858d089424dd1c9,112645
Processed_Data_PNG/ADIAC_Database/Eunotia/000831BB.png,cb3c407fedabd04adc05130ea269363e,193539
Processed_Data_PNG/ADIAC_Database/Eunotia/000372.png,14a8a96c3a24bcd3ae5c0e4d36028c46,208221
Processed_Data_PNG/ADIAC_Database/Eunotia/000374.png,75f8bcee8258a857fc3e0df03c1c5c40,101453
Processed_Data_PNG/ADIAC_Database/Eunotia/000373.png,77d31d3077a14a50f18acd4fee8d4d1a,122670
Processed_Data_PNG/ADIAC_Database/Eunotia/002073AA.png,28412965368ca9e1b6981e6c50181b3d,119610
Processed_Data_PNG/ADIAC_Database/Eunotia/000256B.png,bb84bb3d6e96c3e03f21350ebd3ef625,219294
Processed_Data_PNG/ADIAC_Database/Eunotia/000645BA.png,cddeb5811a1541b25715e4cdf6ce0108,313738
Processed_Data_PNG/ADIAC_Database/Eunotia/001274AA.png,8ed0b43f565115b4eea1d5e263c8f2d1,238951
Processed_Data_PNG/ADIAC_Database/Eunotia/002143AA.png,e195d3de27965b5f9dccee5b05532e82,300096
Processed_Data_PNG/ADIAC_Database/Eunotia/002152AA.png,71542515147ade69187ed5f70862b7ed,220357
Processed_Data_PNG/ADIAC_Database/Eunotia/000383.png,3d022faabf9cb681413f064a33002177,219045
Processed_Data_PNG/ADIAC_Database/Eunotia/000625AA.png,47f76a3f26d742987320241abfc4506d,126851
Processed_Data_PNG/ADIAC_Database/Eunotia/000378B.png,fe6f214d31b9f8c02fba70a61710dc4f,199693
Processed_Data_PNG/ADIAC_Database/Eunotia/002077AA.png,25867f0ff50f69937d51c20a1be1f0ed,92726
Processed_Data_PNG/ADIAC_Database/Eunotia/002148AA.png,0f4e3faa9c81e3d006338af878c6f08c,252011
Processed_Data_PNG/ADIAC_Database/Eunotia/001276AA.png,bdb6fe47791ad04f183f119560c0cd66,181927
Processed_Data_PNG/ADIAC_Database/Eunotia/002159AA.png,e7ef8c0ffa50bfcdd34b4b3cda983983,182646
Processed_Data_PNG/ADIAC_Database/Eunotia/002075AA.png,b93e3b3db26ad7db2250c0b506f1d604,77770
Processed_Data_PNG/ADIAC_Database/Eunotia/000621BA.png,1621d648d1619bb42a6f0bd97c00b4d5,177924
Processed_Data_PNG/ADIAC_Database/Eunotia/000378.png,63af7b15ee2e25904d292a67d738a6a2,197288
Processed_Data_PNG/ADIAC_Database/Eunotia/001213AA.png,51b505fec94ad8d15bbdb30df32476d8,69658
Processed_Data_PNG/ADIAC_Database/Eunotia/002087AA.png,80b4626bff2ebe688928fe725b07ce3b,121401
Processed_Data_PNG/ADIAC_Database/Eunotia/001958AA.png,eb207c49e45f9445930b10a85330be32,165585
Processed_Data_PNG/ADIAC_Database/Eunotia/001339AA.png,0f147dfd330873ce576493be76e8cd46,165722
Processed_Data_PNG/ADIAC_Database/Eunotia/000375.png,667a2980e67f915a5916e27a0517c81b,108238
Processed_Data_PNG/ADIAC_Database/Eunotia/002145AA.png,607144b8ecbd745d61d734bf9962c169,208313
Processed_Data_PNG/ADIAC_Database/Eunotia/000382.png,aea6dc07c0aef5a649d98c913075496b,172352
Processed_Data_PNG/ADIAC_Database/Eunotia/002151AA.png,718969ff76612cfc44eadb3e93b452fe,247352
Processed_Data_PNG/ADIAC_Database/Eunotia/002144AA.png,93d980a002f0a9e79f2c557dbb2bf510,154402
Processed_Data_PNG/ADIAC_Database/Eunotia/002079AA.png,8de1da662f49ffed5721f2ae9b1f77b4,111859
Processed_Data_PNG/ADIAC_Database/Eunotia/000619BA.png,240256e5f43fdcde37b6d56288146d57,160537
Processed_Data_PNG/ADIAC_Database/Eunotia/002095AA.png,4d813662d897d948205abbf9b61c6a09,96060
Processed_Data_PNG/ADIAC_Database/Eunotia/002155AA.png,919d1e5637575385dc9f19db27b4adf4,243143
Processed_Data_PNG/ADIAC_Database/Eunotia/002141AA.png,d9314b8ecc4c126bfb1c93e1c83add85,235701
Processed_Data_PNG/ADIAC_Database/Eunotia/002158AA.png,b5da642d14371cdbd6ee03ba0c4a1c54,192671
Processed_Data_PNG/ADIAC_Database/Eunotia/002090AA.png,df1be34334adcabbdcb9195913e913a0,123048
Processed_Data_PNG/ADIAC_Database/Eunotia/000380B.png,250b2dd85b3401940959c69c6d59ca4f,216366
Processed_Data_PNG/ADIAC_Database/Eunotia/002160AA.png,ceb3990087dc0c38c35d8984eb76fbcd,168137
Processed_Data_PNG/ADIAC_Database/Eunotia/000379.png,e206222b32cde628e5a968274aa51ea1,109212
Processed_Data_PNG/ADIAC_Database/Eunotia/000375B.png,0226a6b4f621abbd33206f59a7adcbcf,111131
Processed_Data_PNG/ADIAC_Database/Eunotia/002083AA.png,eb52e9a7ae849c93d124b2582e5bff14,112746
Processed_Data_PNG/ADIAC_Database/Eunotia/002161AA.png,b46d94511dbc13f3a5b451ebd63ecfbd,172481
Processed_Data_PNG/ADIAC_Database/Eunotia/002149AA.png,30f050ccef1e81850c8343d156695512,290115
Processed_Data_PNG/ADIAC_Database/Eunotia/000645BB.png,31ebdd6df190671cee3fa94e3da25f6b,316031
Processed_Data_PNG/ADIAC_Database/Eunotia/000373B.png,79c50593b5a0731c6077ecaf63029d02,125207
Processed_Data_PNG/ADIAC_Database/Eunotia/002080AA.png,0c3e01945e06230fda3ae31078df0221,124353
Processed_Data_PNG/ADIAC_Database/Eunotia/001342AA.png,717e0407d7ccf43ff703647564fbec9c,143833
Processed_Data_PNG/ADIAC_Database/Eunotia/001957AA.png,4dd7623205ba039eab99847a78924d17,176754
Processed_Data_PNG/ADIAC_Database/Eunotia/001338AA.png,81d34c62434171b54b28767d44668828,171023
Processed_Data_PNG/ADIAC_Database/Eunotia/000238B.png,6cbe234295eace8f2c0d340a70876314,184361
Processed_Data_PNG/ADIAC_Database/Eunotia/002142AA.png,ba7c32501ba3ced1878658b8ae60a37e,207506
Processed_Data_PNG/ADIAC_Database/Eunotia/001959AA.png,8c08772469d3e6c9fb8b3693a659f94e,140227
Processed_Data_PNG/ADIAC_Database/Sellaphora/002000AA.png,5c8d69ef21f21ca22922667b706ad172,209829
Processed_Data_PNG/ADIAC_Database/Sellaphora/000665BA.png,a7d3936363f2df4182ba1be9016eb3ec,181276
Processed_Data_PNG/ADIAC_Database/Sellaphora/000665AA.png,4fc0f73fe3f84150f8addc4e69f7679b,178725
Processed_Data_PNG/ADIAC_Database/Sellaphora/001857AA.png,1c9b55eff000b808e58631890be0d7f9,52943
Processed_Data_PNG/ADIAC_Database/Sellaphora/001855AA.png,0ff4e8f8f20fecaaa9f4b501e6ef0db2,77629
Processed_Data_PNG/ADIAC_Database/Sellaphora/000277B.png,6a14a74d5a41cee30b145e6088a01029,145760
Processed_Data_PNG/ADIAC_Database/Sellaphora/000309B.png,d472ef27135bbab2f545fba25b652e19,142262
Processed_Data_PNG/ADIAC_Database/Sellaphora/000130B.png,aa21d4500ba0c2e4e7f6c751ecc6bc60,163672
Processed_Data_PNG/ADIAC_Database/Sellaphora/000125B.png,24a762bece6fd79219ce19964d433e52,179948
Processed_Data_PNG/ADIAC_Database/Sellaphora/001853AA.png,8cdffdf420e117293b3728a6389ff130,66608
Processed_Data_PNG/ADIAC_Database/Sellaphora/000273.png,7b52d42aee81a1482e4d950a950ac48c,176726
Processed_Data_PNG/ADIAC_Database/Sellaphora/000110B.png,b68a76c1c135d52bdeccb6e049e03b66,137987
Processed_Data_PNG/ADIAC_Database/Sellaphora/001863AA.png,8c26302069224552d267b4f0139708d6,53795
Processed_Data_PNG/ADIAC_Database/Sellaphora/000070B.png,ef218f300b78eadfd60b4237b46958ce,190948
Processed_Data_PNG/ADIAC_Database/Sellaphora/001860AA.png,9d5f977736944b1fa65459d47cf53d9c,66578
Processed_Data_PNG/ADIAC_Database/Sellaphora/001858AA.png,f3e2fcb91f9e9bcf779faa05df709e1f,62718
Processed_Data_PNG/ADIAC_Database/Sellaphora/000252B.png,9bf5d32261382c830db0362fa91ead70,197526
Processed_Data_PNG/ADIAC_Database/Sellaphora/000277.png,1ed0e3e61ce933f13d25a3cbb2573fe7,141700
Processed_Data_PNG/ADIAC_Database/Sellaphora/000506AA.png,313588b87a06038449cd18c6acaf65ec,174153
Processed_Data_PNG/ADIAC_Database/Sellaphora/000080B.png,f9dbc4dba8105b8a9dbbb52f25b1b395,190706
Processed_Data_PNG/ADIAC_Database/Sellaphora/000163B.png,da2f2d7384a325f4e25c5bff9a9e5c17,118741
Processed_Data_PNG/ADIAC_Database/Sellaphora/000435CB.png,fea398d306c45fab346bcfb6bde5784f,163791
Processed_Data_PNG/ADIAC_Database/Sellaphora/000506CA.png,c4ad8b770ca68295f8d0bc9410b257f2,175473
Processed_Data_PNG/ADIAC_Database/Sellaphora/001848AA.png,7e0c9e3b4718032d6a4895ec6fb88571,48771
Processed_Data_PNG/ADIAC_Database/Sellaphora/000273B.png,6791e5c76b5380f76cefc55dfda133f8,179003
Processed_Data_PNG/ADIAC_Database/Sellaphora/001852AA.png,b5d20e65581a5f1de74f1cee68a66779,78226
Processed_Data_PNG/ADIAC_Database/Sellaphora/000097B.png,0f56ae5ed40a9f0220bc846d6fed5244,142793
Processed_Data_PNG/ADIAC_Database/Sellaphora/000252.png,358f108cca60d004f876739578e25146,194079
Processed_Data_PNG/ADIAC_Database/Sellaphora/000506BB.png,527700686683286e2c8e41f1bd32f807,174630
Processed_Data_PNG/ADIAC_Database/Sellaphora/001859AA.png,b9f8d3f0ce1e779becac1f07c422716e,66351
Processed_Data_PNG/ADIAC_Database/Sellaphora/000121B.png,8f927fe5faebf1a59fc624de73d4f793,143705
Processed_Data_PNG/ADIAC_Database/Sellaphora/001862AA.png,7f053bae88624d819825f7bb9d54262a,61801
Processed_Data_PNG/ADIAC_Database/Sellaphora/001854AA.png,126be05e81ecaf383feac0d5db2d9292,60844
Processed_Data_PNG/ADIAC_Database/Sellaphora/000506BA.png,511d806c6a6a7d6fec55354bf583ca39,172173
Processed_Data_PNG/ADIAC_Database/Sellaphora/000161B.png,4dc89805298719d7c812188fff13fc8c,147334
Processed_Data_PNG/ADIAC_Database/Sellaphora/001856AA.png,e9f42e5659c63ec0ac8f31477d8eb2ce,56583
Processed_Data_PNG/ADIAC_Database/Sellaphora/000112B.png,4706292bbbdf37e52084d7bcc2321a63,179308
Processed_Data_PNG/ADIAC_Database/Sellaphora/000435CA.png,f3630550d0a390b97eaaab7c37a0d40c,162233
Processed_Data_PNG/ADIAC_Database/Sellaphora/000162B.png,0f1ca1169578cc3fd4ec89fae7538fd2,105774
Processed_Data_PNG/ADIAC_Database/Sellaphora/000131B.png,0e1c3c592ec898c7f68976d16a4ce1bd,165698
Processed_Data_PNG/ADIAC_Database/Sellaphora/000291B.png,bfef5d792c480efb179125a9470b4861,117660
Processed_Data_PNG/ADIAC_Database/Sellaphora/001850AA.png,b5d12e5f7f1e7c2d5d537a609ad3bdb5,67822
Processed_Data_PNG/ADIAC_Database/Sellaphora/000665BB.png,2da4eb6a0ae02ecbc06501478e754159,183047
Processed_Data_PNG/ADIAC_Database/Sellaphora/001861AA.png,02c2af5547ac9b85ea9e4df054d5b3e2,53407
Processed_Data_PNG/ADIAC_Database/Sellaphora/000435DA.png,bd93d97d6dcd1d4747011971640475b8,164084
Processed_Data_PNG/ADIAC_Database/Sellaphora/000291.png,69102d7f42fef0f53210aab9291cfeee,114226
Processed_Data_PNG/ADIAC_Database/Sellaphora/002001AA.png,377f0a51c239b5b06ee2965cf09c30ba,167968
Processed_Data_PNG/ADIAC_Database/Sellaphora/000435AA.png,db5ba3fe40be7bc3cc1294b35057fd56,157753
Processed_Data_PNG/ADIAC_Database/Sellaphora/000115B.png,2db9fbc0d3ebb142576f5065460757b5,129425
Processed_Data_PNG/ADIAC_Database/Sellaphora/000309.png,4a377be49dec0a35c4c9c089e3b7770f,137780
Processed_Data_PNG/ADIAC_Database/Sellaphora/000123B.png,b81bc8fd40fbf5c04f20b63c28822b83,127441
Processed_Data_PNG/ADIAC_Database/Sellaphora/001851AA.png,1d94ec3bb943a6a2c54ede241b67e8d0,81372
Processed_Data_PNG/ADIAC_Database/Sellaphora/000435BA.png,edabcbbdf1272536553c043b83535485,163850
Processed_Data_PNG/ADIAC_Database/Sellaphora/001849AA.png,7c03c70035251fa976a261bcfa37172c,60855
Processed_Data_PNG/ADIAC_Database/Epithemia/000191.png,f741edc27bed223a776ec858d43eac9a,154279
Processed_Data_PNG/ADIAC_Database/Epithemia/000193.png,a9b8cd8730fa87989e0955420aad9bcf,266412
Processed_Data_PNG/ADIAC_Database/Epithemia/000438AB.png,67f9194549a9c11a656054be63b776be,221077
Processed_Data_PNG/ADIAC_Database/Epithemia/000438AA.png,f4c5dd09ea2539cfa858744bc4491626,219192
Processed_Data_PNG/ADIAC_Database/Epithemia/000439AB.png,b10224168220ffa05f770349313a471f,183573
Processed_Data_PNG/ADIAC_Database/Epithemia/000440BA.png,9f733bea3654890480ba76e43e737c2d,167360
Processed_Data_PNG/ADIAC_Database/Epithemia/001950AA.png,44922696240eeac6845610e417d20caf,212990
