domain,label,name,phash
ADIAC_Database,Cyclotella,000827BA.png,13709305000760083798
ADIAC_Database,Cyclotella,000875BB.png,16580251686961819855
ADIAC_Database,Cyclotella,001191AA.png,11775396116707338027
ADIAC_Database,Cyclotella,000494CA.png,10149779976177022147
ADIAC_Database,Cyclotella,000483AA.png,17343858279034076317
ADIAC_Database,Cyclotella,001197BA.png,12926114145343236442
ADIAC_Database,Cyclotella,000305B.png,12479407049631350240
ADIAC_Database,Cyclotella,000494AA.png,13618835798576149488
ADIAC_Database,Cyclotella,000494BA.png,13617639546029290190
ADIAC_Database,Cyclotella,000541BB.png,17302796799265616836
ADIAC_Database,Cyclotella,000542BB.png,16793309562725297639
ADIAC_Database,Cyclotella,000542BA.png,17097237116630953255
ADIAC_Database,Cyclotella,001196AA.png,12989734131271743913
ADIAC_Database,Cyclotella,000494BB.png,12420860757048242890
ADIAC_Database,Cyclotella,000828BA.png,10122105348939422004
ADIAC_Database,Cyclotella,000828AA.png,10266207596294527029
ADIAC_Database,Cyclotella,000483BA.png,17302129545068616921
ADIAC_Database,Cyclotella,000543AA.png,17602207917482534456
ADIAC_Database,Cyclotella,000541AA.png,12481619722630734560
ADIAC_Database,Cyclotella,001189AA.png,12274150024894065069
ADIAC_Database,Cyclotella,000543BB.png,18162958025174820848
ADIAC_Database,Cyclotella,000542AA.png,16511769165597337014
ADIAC_Database,Cyclotella,000875BA.png,14302448724418224159
ADIAC_Database,Cyclotella,001196BA.png,12701494959034415545
ADIAC_Database,Cyclotella,000483BB.png,17302198682233543883
ADIAC_Database,Cyclotella,001190BA.png,11702295250904030536
ADIAC_Database,Cyclotella,000543CA.png,12737194147834323832
ADIAC_Database,Cyclotella,000875AA.png,14374508526337777679
ADIAC_Database,Cyclotella,000828BB.png,11244064607181838644
ADIAC_Database,Eunotia,002086AA.png,16596657556778540930
ADIAC_Database,Eunotia,002147AA.png,10609492348560520596
ADIAC_Database,Eunotia,000621BB.png,13692335442646631294
ADIAC_Database,Eunotia,000620BB.png,17519523288188233057
ADIAC_Database,Eunotia,002081AA.png,14177676301333247703
ADIAC_Database,Eunotia,000383B.png,18410689444658021045
ADIAC_Database,Eunotia,000372B.png,15032589360744375794
ADIAC_Database,Eunotia,000645AA.png,9509618974003641396
ADIAC_Database,Eunotia,001337AA.png,17271521511017361858
ADIAC_Database,Eunotia,000619BB.png,13404946711515759614
ADIAC_Database,Eunotia,002154AA.png,13112847023456231834
ADIAC_Database,Eunotia,001341AA.png,10335997587321025591
ADIAC_Database,Eunotia,002093AA.png,11919356049478802251
ADIAC_Database,Eunotia,002162AA.png,10476320608373027026
ADIAC_Database,Eunotia,001961AA.png,16990603874577133774
ADIAC_Database,Eunotia,000384.png,16871269849705575818
ADIAC_Database,Eunotia,000377.png,11326993204371098932
ADIAC_Database,Eunotia,002146AA.png,9612440086093965749
ADIAC_Database,Eunotia,000381B.png,15136589566913486832
ADIAC_Database,Eunotia,002076AA.png,11612896123332927203
ADIAC_Database,Eunotia,000382B.png,14992338249866416112
ADIAC_Database,Eunotia,001343AA.png,16888944309021794663
ADIAC_Database,Eunotia,001340AA.png,12639862931872374834
ADIAC_Database,Eunotia,002094AA.png,13998921832688151839
ADIAC_Database,Eunotia,000380.png,9424731632258200275
ADIAC_Database,Eunotia,000255.png,10575999568219576166
ADIAC_Database,Eunotia,002084AA.png,17156212618502096286
ADIAC_Database,Eunotia,000176B.png,10506500849379062128
ADIAC_Database,Eunotia,001335AA.png,18439003646266978755
ADIAC_Database,Eunotia,002089AA.png,14184149960058461848
ADIAC_Database,Eunotia,001962AA.png,12634239359390605346
ADIAC_Database,Eunotia,001218AA.png,16151279903927970864
ADIAC_Database,Eunotia,001275AA.png,12207501343622222371
ADIAC_Database,Eunotia,001956AA.png,10296244729002484118
ADIAC_Database,Eunotia,002085AA.png,9765836131812169449
ADIAC_Database,Eunotia,002082AA.png,14281877834053966641
ADIAC_Database,Eunotia,000377B.png,15571143000840047988
ADIAC_Database,Eunotia,000376.png,9425819807341619154
ADIAC_Database,Eunotia,000374B.png,13988024183645875810
ADIAC_Database,Eunotia,000256.png,9284855033011070320
ADIAC_Database,Eunotia,000621AA.png,17668961433405145662
ADIAC_Database,Eunotia,000831BA.png,15333789832303408237
ADIAC_Database,Eunotia,001964AA.png,15153111282672235819
ADIAC_Database,Eunotia,001336AA.png,12350419800295497782
ADIAC_Database,Eunotia,002150AA.png,14210202210933982922
ADIAC_Database,Eunotia,000238.png,11948731568438681266
ADIAC_Database,Eunotia,000625BB.png,17880934971169408100
ADIAC_Database,Eunotia,002078AA.png,14074361525345661168
ADIAC_Database,Eunotia,000619AA.png,12140809603628696191
ADIAC_Database,Eunotia,000376B.png,10560792884136644562
ADIAC_Database,Eunotia,000831AA.png,15045559448098632825
ADIAC_Database,Eunotia,002156AA.png,14224433121196167757
ADIAC_Database,Eunotia,001963AA.png,16974231211128218718
ADIAC_Database,Eunotia,001960AA.png,16616528131323130931
ADIAC_Database,Eunotia,001222AA.png,14811660840432516384
ADIAC_Database,Eunotia,000620AA.png,11777356761004352869
ADIAC_Database,Eunotia,002157AA.png,13837721927901374407
ADIAC_Database,Eunotia,000255B.png,14095259228314901859
ADIAC_Database,Eunotia,002092AA.png,9634931564440020007
ADIAC_Database,Eunotia,000384B.png,16871322899673548266
ADIAC_Database,Eunotia,002091AA.png,16706235835091324679
ADIAC_Database,Eunotia,001344AA.png,17250352940152271123
ADIAC_Database,Eunotia,000381.png,15169105627149204112
ADIAC_Database,Eunotia,002153AA.png,9328421075009004755
ADIAC_Database,Eunotia,000620BA.png,11777926342344238437
ADIAC_Database,Eunotia,000625BA.png,12134271477900494118
ADIAC_Database,Eunotia,000379B.png,14560120224811654849
ADIAC_Database,Eunotia,000831BB.png,15279852193112405881
ADIAC_Database,Eunotia,000372.png,15122626167779041762
ADIAC_Database,Eunotia,000374.png,10600762563184109154
ADIAC_Database,Eunotia,000373.png,17177988622943074394
ADIAC_Database,Eunotia,002073AA.png,16424081955587935032
ADIAC_Database,Eunotia,000256B.png,9340020830131928160
ADIAC_Database,Eunotia,000645BA.png,9510745148784195636
ADIAC_Database,Eunotia,001274AA.png,13274562315836839879
ADIAC_Database,Eunotia,002143AA.png,10886635720029386224
ADIAC_Database,Eunotia,002152AA.png,17922268814463051714
ADIAC_Database,Eunotia,000383.png,18410443170155938485
ADIAC_Database,Eunotia,000625AA.png,16745939886978745398
ADIAC_Database,Eunotia,000378B.png,15063273157130979313
ADIAC_Database,Eunotia,002077AA.png,15157489255367770367
ADIAC_Database,Eunotia,002148AA.png,9539801951541753287
ADIAC_Database,Eunotia,001276AA.png,9274282767493636343
ADIAC_Database,Eunotia,002159AA.png,10419410663845474770
ADIAC_Database,Eunotia,002075AA.png,14359460492299637806
ADIAC_Database,Eunotia,000621BA.png,12573138158682759486
ADIAC_Database,Eunotia,000378.png,13950602575264495043
ADIAC_Database,Eunotia,001213AA.png,10471739445013305193
ADIAC_Database,Eunotia,002087AA.png,10793557559490188958
ADIAC_Database,Eunotia,001958AA.png,18424437246761463858
ADIAC_Database,Eunotia,001339AA.png,15808919790572811363
ADIAC_Database,Eunotia,000375.png,10635879650391453388
ADIAC_Database,Eunotia,002145AA.png,14171819322543535254
ADIAC_Database,Eunotia,000382.png,13893164172596431540
ADIAC_Database,Eunotia,002151AA.png,13389106656478770384
ADIAC_Database,Eunotia,002144AA.png,9312436169028216263
ADIAC_Database,Eunotia,002079AA.png,10473883351711962281
ADIAC_Database,Eunotia,000619BA.png,10048926059605263230
ADIAC_Database,Eunotia,002095AA.png,16892471314137571478
ADIAC_Database,Eunotia,002155AA.png,13010386460009587079
ADIAC_Database,Eunotia,002141AA.png,9736001221885179313
ADIAC_Database,Eunotia,002158AA.png,15496621400158741698
ADIAC_Database,Eunotia,002090AA.png,9253657506713361695
ADIAC_Database,Eunotia,000380B.png,17477343378623432434
ADIAC_Database,Eunotia,002160AA.png,14227851810356863682
ADIAC_Database,Eunotia,000379.png,10224072967588505241
ADIAC_Database,Eunotia,000375B.png,15176699944320045004
ADIAC_Database,Eunotia,002083AA.png,16145157535284881350
ADIAC_Database,Eunotia,002161AA.png,14227560421152895170
ADIAC_Database,Eunotia,002149AA.png,14786209375588016279
ADIAC_Database,Eunotia,000645BB.png,9782095479923620916
ADIAC_Database,Eunotia,000373B.png,16865963714659032282
ADIAC_Database,Eunotia,002080AA.png,11127294729974035920
ADIAC_Database,Eunotia,001342AA.png,16888663094958055910
ADIAC_Database,Eunotia,001957AA.png,18041865539552896454
ADIAC_Database,Eunotia,001338AA.png,16888944568621151282
ADIAC_Database,Eunotia,000238B.png,16185620837859106800
ADIAC_Database,Eunotia,002142AA.png,14254505896292589810
ADIAC_Database,Eunotia,001959AA.png,13736424483780127894
ADIAC_Database,Sellaphora,002000AA.png,12788336989510549551
ADIAC_Database,Sellaphora,000665BA.png,16810182429948670514
ADIAC_Database,Sellaphora,000665AA.png,16819187361464875058
ADIAC_Database,Sellaphora,001857AA.png,12322892179431541718
ADIAC_Database,Sellaphora,001855AA.png,14013988384744185494
ADIAC_Database,Sellaphora,000277B.png,16762380642328518368
ADIAC_Database,Sellaphora,000309B.png,16158898174115717088
ADIAC_Database,Sellaphora,000130B.png,14922892865691565090
ADIAC_Database,Sellaphora,000125B.png,9299898423381647299
ADIAC_Database,Sellaphora,001853AA.png,13799284927014805304
ADIAC_Database,Sellaphora,000273.png,14453238108054907707
ADIAC_Database,Sellaphora,000110B.png,16329462325369112587
ADIAC_Database,Sellaphora,001863AA.png,13725397613025527717
ADIAC_Database,Sellaphora,000070B.png,15113354034343320075
ADIAC_Database,Sellaphora,001860AA.png,13709442981818569676
ADIAC_Database,Sellaphora,001858AA.png,11415113422404439954
ADIAC_Database,Sellaphora,000252B.png,9312427512594512067
ADIAC_Database,Sellaphora,000277.png,12292454729533152361
ADIAC_Database,Sellaphora,000506AA.png,10940885981094029600
ADIAC_Database,Sellaphora,000080B.png,15212249971260634228
ADIAC_Database,Sellaphora,000163B.png,13951284316574332003
ADIAC_Database,Sellaphora,000435CB.png,15349342909287972328
ADIAC_Database,Sellaphora,000506CA.png,12634238892001013392
ADIAC_Database,Sellaphora,001848AA.png,16954561821454815122
ADIAC_Database,Sellaphora,000273B.png,14420508825188573026
ADIAC_Database,Sellaphora,001852AA.png,13511559923517345682
ADIAC_Database,Sellaphora,000097B.png,18292674365722041347
ADIAC_Database,Sellaphora,000252.png,9229071303126667626
ADIAC_Database,Sellaphora,000506BB.png,12976513012410689888
ADIAC_Database,Sellaphora,001859AA.png,14630704516821061515
ADIAC_Database,Sellaphora,000121B.png,14357474650064621774
ADIAC_Database,Sellaphora,001862AA.png,15503119481522079294
ADIAC_Database,Sellaphora,001854AA.png,10015900580075724348
ADIAC_Database,Sellaphora,000506BA.png,13210700193255205154
ADIAC_Database,Sellaphora,000161B.png,15541291280713070925
ADIAC_Database,Sellaphora,001856AA.png,12267494677404749458
ADIAC_Database,Sellaphora,000112B.png,14059924794833452866
ADIAC_Database,Sellaphora,000435CA.png,15357998404408785196
ADIAC_Database,Sellaphora,000162B.png,14212461279985348931
ADIAC_Database,Sellaphora,000131B.png,13996742624162151722
ADIAC_Database,Sellaphora,000291B.png,13844030343327268834
ADIAC_Database,Sellaphora,001850AA.png,12285157613662870076
ADIAC_Database,Sellaphora,000665BB.png,16792175935256933106
ADIAC_Database,Sellaphora,001861AA.png,13795832443297504824
ADIAC_Database,Sellaphora,000435DA.png,15650802746482572558
ADIAC_Database,Sellaphora,000291.png,10856062389889035566
ADIAC_Database,Sellaphora,002001AA.png,11063129714892111850
ADIAC_Database,Sellaphora,000435AA.png,14207434903418911017
ADIAC_Database,Sellaphora,000115B.png,9466077336943541322
ADIAC_Database,Sellaphora,000309.png,14227779756983614014
ADIAC_Database,Sellaphora,000123B.png,16545546779282757738
ADIAC_Database,Sellaphora,001851AA.png,12275301466936613530
ADIAC_Database,Sellaphora,000435BA.png,15650802609345084776
ADIAC_Database,Sellaphora,001849AA.png,12564111003021069202
ADIAC_Database,Epithemia,000191.png,9572079168044413555
ADIAC_Database,Epithemia,000193.png,15985129793014816818
ADIAC_Database,Epithemia,000438AB.png,13061247370688214962
ADIAC_Database,Epithemia,000438AA.png,13061238574595209138
ADIAC_Database,Epithemia,000439AB.png,17332048311038851058
ADIAC_Database,Epithemia,000440BA.png,17475038631657894787
ADIAC_Database,Epithemia,001950AA.png,17916312297885755334
ADIAC_Database,Epithemia,000192.png,13894483690075993039
ADIAC_Database,Epithemia,001295AA.png,13563860006728136355
ADIAC_Database,Epithemia,000193B.png,13951802956952712291
ADIAC_Database,Epithemia,001951AA.png,18199190472153442290
ADIAC_Database,Epithemia,001952AA.png,17055843225424720846
ADIAC_Database,Epithemia,000192B.png,14164611500897022671
ADIAC_Database,Epithemia,001955AA.png,17642512108088472219
ADIAC_Database,Epithemia,000440BB.png,17294912237679424499
ADIAC_Database,Epithemia,000190B.png,11589885058263037842
ADIAC_Database,Epithemia,001953AA.png,9259646982886356914
ADIAC_Database,Epithemia,000439AA.png,17979440758010230326
ADIAC_Database,Epithemia,001293AA.png,13664152784494408387
ADIAC_Database,Epithemia,001296AA.png,17641324652711391971
ADIAC_Database,Epithemia,001294AA.png,13038707129168442263
ADIAC_Database,Epithemia,001954AA.png,17433877379275567763
ADIAC_Database,Epithemia,001947AA.png,18195319977281598407
ADIAC_Database,Epithemia,000438BA.png,13061247371761973026
ADIAC_Database,Epithemia,000440CA.png,16358145924070011843
ADIAC_Database,Epithemia,001949AA.png,17348652036718211983
ADIAC_Database,Epithemia,001297AA.png,11637802713713833554
ADIAC_Database,Epithemia,001948AA.png,18280325908804940579
ADIAC_Database,Epithemia,000191B.png,9769111651753407075
ADIAC_Database,Epithemia,000440AA.png,17619154369489433379
ADIAC_Database,Epithemia,000190.png,11589885125908789122
ADIAC_Database,Epithemia,000158B.png,11723098032878416231
ADIAC_Database,Synedra,000096B.png,10336091411442548236
ADIAC_Database,Synedra,000934BA.png,9634160321458409077
ADIAC_Database,Synedra,000940AB.png,16069124852031633416
ADIAC_Database,Synedra,000101B.png,14563687905331544371
ADIAC_Database,Synedra,001183AA.png,16510784263064225399
ADIAC_Database,Synedra,000221B.png,15607002624600099406
ADIAC_Database,Synedra,000221.png,15893262693582531150
ADIAC_Database,Synedra,000157B.png,16223534350408007420
ADIAC_Database,Synedra,000217.png,10851747219534761011
ADIAC_Database,Synedra,000940AA.png,15519696764018309180
ADIAC_Database,Synedra,000934AB.png,16068984094145840181
ADIAC_Database,Synedra,000934AA.png,9635211179696922165
ADIAC_Database,Synedra,000217B.png,10384569126943427699
ADIAC_Database,Surirella,000450AB.png,18018871475774163432
ADIAC_Database,Surirella,000892AA.png,13772184741193595929
ADIAC_Database,Surirella,002203AA.png,13804307946203460664
ADIAC_Database,Surirella,002185AA.png,14140111178915722777
ADIAC_Database,Surirella,002184AA.png,17000667291648471100
ADIAC_Database,Surirella,002191AA.png,11485833335558188350
ADIAC_Database,Surirella,002186AA.png,14357107139830887480
ADIAC_Database,Surirella,000229B.png,13888491388882032337
ADIAC_Database,Surirella,000263.png,9965270419077213500
ADIAC_Database,Surirella,000894AA.png,16837434235808737637
ADIAC_Database,Surirella,002198AA.png,12357196506997142588
ADIAC_Database,Surirella,000891AB.png,16145376122386135494
ADIAC_Database,Surirella,002189AA.png,10535721422728377783
ADIAC_Database,Surirella,002192AA.png,15623252022818011261
ADIAC_Database,Surirella,002187AA.png,14832100303041736045
ADIAC_Database,Surirella,000547BA.png,13610937027154427617
ADIAC_Database,Surirella,000323.png,9625754351053408181
ADIAC_Database,Surirella,002197AA.png,9768172111786145008
ADIAC_Database,Surirella,002190AA.png,10039021486234876975
ADIAC_Database,Surirella,002204AA.png,10596531967859011918
ADIAC_Database,Surirella,000229.png,14820525955271004821
ADIAC_Database,Surirella,002205AA.png,14216615940738202685
ADIAC_Database,Surirella,000547BB.png,13558019732071784161
ADIAC_Database,Surirella,002188AA.png,15523772126650379573
ADIAC_Database,Surirella,000311.png,10613771382504909468
ADIAC_Database,Surirella,000230B.png,13277577327167506304
ADIAC_Database,Surirella,000263B.png,9822316348632481760
ADIAC_Database,Surirella,002202AA.png,11200399755681346605
ADIAC_Database,Surirella,002200AA.png,11497549688589706464
ADIAC_Database,Surirella,000547AA.png,13105689453054080003
ADIAC_Database,Surirella,002199AA.png,16136328063754448958
ADIAC_Database,Surirella,000450AA.png,10026602048462481772
ADIAC_Database,Surirella,002196AA.png,14949470832912183356
ADIAC_Database,Surirella,000311B.png,15133211862883708924
ADIAC_Database,Surirella,000323B.png,14992474429460562591
ADIAC_Database,Surirella,002194AA.png,10178052438587290676
ADIAC_Database,Surirella,002201AA.png,11447799234761269300
ADIAC_Database,Surirella,000324.png,12202130811136858789
ADIAC_Database,Surirella,002195AA.png,10320896385063007541
ADIAC_Database,Surirella,000894AB.png,17874487899486104035
ADIAC_Database,Surirella,002193AA.png,0
ADIAC_Database,Surirella,000324B.png,16813812432540883617
ADIAC_Database,Surirella,000891AA.png,15337170351656549535
ADIAC_Database,Surirella,000892AB.png,16723541128433306087
ADIAC_Database,Aulacoseira,000679AA.png,13063493556580553419
ADIAC_Database,Aulacoseira,000674AA.png,13066584456902789314
ADIAC_Database,Aulacoseira,000674BB.png,17678269375826659538
ADIAC_Database,Aulacoseira,000679CA.png,12991700906173766509
ADIAC_Database,Aulacoseira,000674CA.png,13066583353221352106
ADIAC_Database,Aulacoseira,000679BB.png,17586514922988279497
ADIAC_Database,Aulacoseira,000679BA.png,12973422664618513099
ADIAC_Database,Aulacoseira,000674BA.png,13066584456911046786
ADIAC_Database,Cymbella,000436BB.png,13133014500852703607
ADIAC_Database,Cymbella,000668BA.png,11319969445850411999
ADIAC_Database,Cymbella,000656BA.png,18102663190720363824
ADIAC_Database,Cymbella,000326.png,15879919655444034787
ADIAC_Database,Cymbella,000477BB.png,9838069473372022258
ADIAC_Database,Cymbella,001698AA.png,12602695849242355094
ADIAC_Database,Cymbella,000282B.png,15032851794367625072
ADIAC_Database,Cymbella,000476BA.png,12006463902686732770
ADIAC_Database,Cymbella,000485AA.png,11727868052257715379
ADIAC_Database,Cymbella,001709AA.png,11054793775123624135
ADIAC_Database,Cymbella,001530AA.png,17452998088174943346
ADIAC_Database,Cymbella,000198.png,14164981138417548336
ADIAC_Database,Cymbella,001511AA.png,17462357959780934291
ADIAC_Database,Cymbella,000493BA.png,13834073959840297016
ADIAC_Database,Cymbella,000352B.png,15423279967386477922
ADIAC_Database,Cymbella,000213.png,10433515759781294835
ADIAC_Database,Cymbella,001702AA.png,13417566667093324131
ADIAC_Database,Cymbella,001515AA.png,13857821923260331383
ADIAC_Database,Cymbella,000481BB.png,17655183729199429074
ADIAC_Database,Cymbella,000656BB.png,18087006971112533360
ADIAC_Database,Cymbella,000478BB.png,15070972399865590663
ADIAC_Database,Cymbella,001516AA.png,13823096581473788326
ADIAC_Database,Cymbella,002003AA.png,13101973397963043184
ADIAC_Database,Cymbella,001695AA.png,13718462673096631175
ADIAC_Database,Cymbella,001519AA.png,16918566236180198339
ADIAC_Database,Cymbella,000496BA.png,10784584424612524146
ADIAC_Database,Cymbella,000652AB.png,15997900240489031154
ADIAC_Database,Cymbella,000174B.png,15357076333657338563
ADIAC_Database,Cymbella,000214B.png,9299769922594891734
ADIAC_Database,Cymbella,001690AA.png,9511308854311087408
ADIAC_Database,Cymbella,001528AA.png,13704054861659207730
ADIAC_Database,Cymbella,000198B.png,13879789553900338288
ADIAC_Database,Cymbella,000327.png,16322610041946465734
ADIAC_Database,Cymbella,000276B.png,15604919999799506883
ADIAC_Database,Cymbella,001708AA.png,17118961800183050435
ADIAC_Database,Cymbella,001522AA.png,13458321785409069779
ADIAC_Database,Cymbella,001518AA.png,13314560099959254386
ADIAC_Database,Cymbella,000492BA.png,11999519519113782219
ADIAC_Database,Cymbella,000326B.png,15853742482609943779
ADIAC_Database,Cymbella,000237B.png,13951978058264099299
ADIAC_Database,Cymbella,000481BA.png,15367063747913871810
ADIAC_Database,Cymbella,001689AA.png,12992252905735678407
ADIAC_Database,Cymbella,001684AA.png,13532930078108429449
ADIAC_Database,Cymbella,000214.png,9335732746768967574
ADIAC_Database,Cymbella,000197B.png,10428340906989533491
ADIAC_Database,Cymbella,000268.png,10132390585603728324
ADIAC_Database,Cymbella,000209B.png,18411703872275374135
ADIAC_Database,Cymbella,000197.png,10428358482797869363
ADIAC_Database,Cymbella,000237.png,10222716209953255731
ADIAC_Database,Cymbella,001694AA.png,11414058389883746456
ADIAC_Database,Cymbella,000655CA.png,17537158916426985927
ADIAC_Database,Cymbella,000668BB.png,18231376256381760479
ADIAC_Database,Cymbella,000656AA.png,18101591716634897460
ADIAC_Database,Cymbella,000154B.png,11502572615691480176
ADIAC_Database,Cymbella,000505AA.png,13434735106322937897
ADIAC_Database,Cymbella,001517AA.png,13868694655336805074
ADIAC_Database,Cymbella,001525AA.png,12673348472283624147
ADIAC_Database,Cymbella,000479BA.png,14187062712008467574
ADIAC_Database,Cymbella,001510AA.png,18063869171870217378
ADIAC_Database,Cymbella,000482AB.png,12902795757377030115
ADIAC_Database,Cymbella,001529AA.png,13470500741721650627
ADIAC_Database,Cymbella,001705AA.png,15149727881325470086
ADIAC_Database,Cymbella,001682AA.png,15945522588130244641
ADIAC_Database,Cymbella,001681AA.png,13782318358971563209
ADIAC_Database,Cymbella,000268B.png,9808668050350686176
ADIAC_Database,Cymbella,001514AA.png,13129068352649896899
ADIAC_Database,Cymbella,001700AA.png,10031065395740948601
ADIAC_Database,Cymbella,001524AA.png,13749983408534336195
ADIAC_Database,Cymbella,001706AA.png,16867534277153745351
ADIAC_Database,Cymbella,000496AA.png,10784575722744017106
ADIAC_Database,Cymbella,000436CA.png,11772857045179507063
ADIAC_Database,Cymbella,001688AA.png,14500626312072998964
ADIAC_Database,Cymbella,001691AA.png,17174974569915885954
ADIAC_Database,Cymbella,000477AA.png,13621014543129195762
ADIAC_Database,Cymbella,000208B.png,14920433799750955727
ADIAC_Database,Cymbella,000648BB.png,18339770396461114484
ADIAC_Database,Cymbella,001509AA.png,14552766516847977587
ADIAC_Database,Cymbella,000479AA.png,14187062437198181430
ADIAC_Database,Cymbella,001686AA.png,15540502112426010849
ADIAC_Database,Cymbella,001523AA.png,13823470346749113986
ADIAC_Database,Cymbella,000652AA.png,11442122276278658514
ADIAC_Database,Cymbella,001685AA.png,14858700325052902763
ADIAC_Database,Cymbella,001701AA.png,9978781653943021718
ADIAC_Database,Cymbella,000668AA.png,11249037751719326687
ADIAC_Database,Cymbella,000493AA.png,12530002432866611248
ADIAC_Database,Cymbella,000216.png,12323980871914500851
ADIAC_Database,Cymbella,000482AA.png,12902621484736554095
ADIAC_Database,Cymbella,000327B.png,16755587825359988166
ADIAC_Database,Cymbella,000649BB.png,18303737201397869936
ADIAC_Database,Cymbella,001513AA.png,10043243907308074099
ADIAC_Database,Cymbella,000478BA.png,15088423985859556231
ADIAC_Database,Cymbella,000224B.png,10793814985423729783
ADIAC_Database,Cymbella,001711AA.png,12327166505010095555
ADIAC_Database,Cymbella,000479BB.png,15619277697840063730
ADIAC_Database,Cymbella,001697AA.png,13321578218297520323
ADIAC_Database,Cymbella,001707AA.png,11925392171187580977
ADIAC_Database,Cymbella,000481AA.png,15546922959497343186
ADIAC_Database,Cymbella,000209.png,18412828672670588983
ADIAC_Database,Cymbella,001699AA.png,13718459035256631523
ADIAC_Database,Cymbella,000648AA.png,12586598666974688308
ADIAC_Database,Cymbella,000478AA.png,17556397681153438343
ADIAC_Database,Cymbella,000655BB.png,18401941218448122339
ADIAC_Database,Cymbella,001710AA.png,17225589743488345282
ADIAC_Database,Cymbella,001693AA.png,10749799061142665266
ADIAC_Database,Cymbella,000476BB.png,11970523064991491570
ADIAC_Database,Cymbella,000352.png,15503746626320425250
ADIAC_Database,Cymbella,000059B.png,9880549991006157922
ADIAC_Database,Cymbella,000276.png,15750106221785658307
ADIAC_Database,Cymbella,000210B.png,12621268456920921202
ADIAC_Database,Cymbella,000216B.png,12251990348091110386
ADIAC_Database,Cymbella,000649BA.png,17198351530460985380
ADIAC_Database,Cymbella,000492AA.png,11999805387858814602
ADIAC_Database,Cymbella,000313B.png,15675160665817027442
ADIAC_Database,Cymbella,000351B.png,10414558880093714418
ADIAC_Database,Cymbella,000213B.png,10434641384810230515
ADIAC_Database,Cymbella,000496BB.png,10784619334118749296
ADIAC_Database,Cymbella,000655AA.png,15519615552598077667
ADIAC_Database,Cymbella,001521AA.png,16237599449310114451
ADIAC_Database,Cymbella,000208.png,16068892387722748879
ADIAC_Database,Cymbella,000436AA.png,12061087420794872181
ADIAC_Database,Cymbella,000173B.png,17497559992690025942
ADIAC_Database,Cymbella,000224.png,10793814985419812983
ADIAC_Database,Cymbella,000485BA.png,12306583902892930258
ADIAC_Database,Cymbella,000493BB.png,18018885002522003184
ADIAC_Database,Cymbella,001687AA.png,13132637973728165242
ADIAC_Database,Cymbella,000505BA.png,16736085740145424487
ADIAC_Database,Cymbella,001696AA.png,12843571021937926450
ADIAC_Database,Cymbella,001527AA.png,12908022466784606163
ADIAC_Database,Cymbella,001512AA.png,15390440803589448039
ADIAC_Database,Cymbella,000210.png,12621268456904160370
ADIAC_Database,Cymbella,000648BA.png,12145245903761863796
ADIAC_Database,Cymbella,000211.png,9932161066697830578
ADIAC_Database,Cymbella,000436BA.png,12097111819766800759
ADIAC_Database,Cymbella,000476AA.png,12078522045406667122
ADIAC_Database,Cymbella,000492BB.png,11963770822686967771
ADIAC_Database,Cymbella,000477BA.png,9572006900891722962
ADIAC_Database,Cymbella,001692AA.png,13719270847034191205
ADIAC_Database,Cymbella,000248.png,10792141225172155956
