domain,bucket,genus,filepath
AFD_Database,modern_wins,Pinnularia,Processed_Data_PNG/AFD_Database/Pinnularia/Pinnularia_obscura_2_LM.png
AFD_Database,modern_wins,Pinnularia,Processed_Data_PNG/AFD_Database/Pinnularia/Pinnularia_microstauron_var.roatrata_1_LM.png
AFD_Database,modern_wins,Pinnularia,Processed_Data_PNG/AFD_Database/Pinnularia/Pinnularia_carteri_4_LM.png
AFD_Database,modern_wins,Pinnularia,Processed_Data_PNG/AFD_Database/Pinnularia/Pinnularia_acidicola_var.elongata_1_LM.png
AFD_Database,modern_wins,Pinnularia,Processed_Data_PNG/AFD_Database/Pinnularia/Pinnularia_alpiniformis_3_LM.png
AFD_Database,modern_wins,Pinnularia,Processed_Data_PNG/AFD_Database/Pinnularia/Pinnularia_pisciculus_5_LM.png
AFD_Database,modern_wins,Pinnularia,Processed_Data_PNG/AFD_Database/Pinnularia/Pinnularia_divergentissima_var.divergentissima_1_LM.png
AFD_Database,modern_wins,Pinnularia,Processed_Data_PNG/AFD_Database/Pinnularia/Pinnularia_subantarctica_var.elongata_5_LM.png
DIA_Database,all_fail,Cyclotella,Processed_Data_PNG/DIA_Database/Cyclotella/dufault340.png
DIA_Database,all_fail,Cyclotella,Processed_Data_PNG/DIA_Database/Cyclotella/VA175.png
DIA_Database,all_fail,Cyclotella,Processed_Data_PNG/DIA_Database/Cyclotella/labicheI6cm.png
DIA_Database,all_fail,Eunotia,Processed_Data_PNG/DIA_Database/Eunotia/VA-3A_1592317308178175.png
DIA_Database,all_fail,Eunotia,Processed_Data_PNG/DIA_Database/Eunotia/fossil0b.png
DIA_Database,all_fail,Eunotia,Processed_Data_PNG/DIA_Database/Eunotia/fossil0a.png
DIA_Database,all_fail,Eunotia,Processed_Data_PNG/DIA_Database/Eunotia/fossil0c.png
DIA_Database,all_fail,Eunotia,Processed_Data_PNG/DIA_Database/Eunotia/vaudray1.png
DIA_Database,all_fail,Eunotia,Processed_Data_PNG/DIA_Database/Eunotia/EV-1B.png
DIA_Database,all_fail,Epithemia,Processed_Data_PNG/DIA_Database/Epithemia/OL-2A.png
DIA_Database,all_fail,Epithemia,Processed_Data_PNG/DIA_Database/Epithemia/OL-1A.png
DIA_Database,all_fail,Synedra,Processed_Data_PNG/DIA_Database/Synedra/familiaris.png
DIA_Database,all_fail,Synedra,Processed_Data_PNG/DIA_Database/Synedra/pulchella.png
DIA_Database,all_fail,Synedra,Processed_Data_PNG/DIA_Database/Synedra/nora1440.png
DIA_Database,all_fail,Synedra,Processed_Data_PNG/DIA_Database/Synedra/chauvin1585.png
DIA_Database,modern_wins,Cyclotella,Processed_Data_PNG/DIA_Database/Cyclotella/bodanicavarlemanica.png
DIA_Database,modern_wins,Cyclotella,Processed_Data_PNG/DIA_Database/Cyclotella/nora1360.png
DIA_Database,modern_wins,Eunotia,Processed_Data_PNG/DIA_Database/Eunotia/BO-3Aa.png
DIA_Database,modern_wins,Eunotia,Processed_Data_PNG/DIA_Database/Eunotia/BO-4A.png
DIA_Database,modern_wins,Eunotia,Processed_Data_PNG/DIA_Database/Eunotia/VA-3A.png
DIA_Database,modern_wins,Eunotia,Processed_Data_PNG/DIA_Database/Eunotia/BO3-A.png
DIA_Database,modern_wins,Eunotia,Processed_Data_PNG/DIA_Database/Eunotia/dufault40.png
DIA_Database,modern_wins,Eunotia,Processed_Data_PNG/DIA_Database/Eunotia/fossil0_1592317327218957.png
DIA_Database,modern_wins,Eunotia,Processed_Data_PNG/DIA_Database/Eunotia/dufault50.png
DIA_Database,modern_wins,Epithemia,Processed_Data_PNG/DIA_Database/Epithemia/OL-1Aa.png
DIA_Database,modern_wins,Aulacoseira,Processed_Data_PNG/DIA_Database/Aulacoseira/OL-2Ab.png
DIA_Database,modern_wins,Aulacoseira,Processed_Data_PNG/DIA_Database/Aulacoseira/arrowhead2a.png
DIA_Database,modern_wins,Aulacoseira,Processed_Data_PNG/DIA_Database/Aulacoseira/VA-3A.png
DIA_Database,modern_wins,Cymbella,Processed_Data_PNG/DIA_Database/Cymbella/island480.png
DIA_Database,modern_wins,Cymbella,Processed_Data_PNG/DIA_Database/Cymbella/dufault2.png
DONA_Database,all_fail,Cyclotella,Processed_Data_PNG/DONA_Database/Cyclotella/102718a7__.png
DONA_Database,all_fail,Cyclotella,Processed_Data_PNG/DONA_Database/Cyclotella/Cyc_men_ext5_det_8-29-05-18_copy.png
DONA_Database,all_fail,Cyclotella,Processed_Data_PNG/DONA_Database/Cyclotella/_Cdis11.8b_.png
DONA_Database,all_fail,Cyclotella,Processed_Data_PNG/DONA_Database/Cyclotella/CYquillensis_L-7-18_671_37.1.png
DONA_Database,all_fail,Cyclotella,Processed_Data_PNG/DONA_Database/Cyclotella/Cdistinuenda_int_2micron_scale.png
DONA_Database,all_fail,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/eunotia_trinacria_longII.png
DONA_Database,all_fail,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/9c58627_Eunotia_microcephala_13_2.png
DONA_Database,all_fail,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/E_papilioforma_SEM_7_25_05_4_inner_R_H_1umR.png
DONA_Database,all_fail,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/Eunotia_lewisii_SEM1.png
DONA_Database,all_fail,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/Eunotia_rushforthii_Holotype.png
DONA_Database,all_fail,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/EunotiaSNeury_ANP081b-jeff_010_ps.png
DONA_Database,all_fail,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/EUzasuminensis_SMM16212b_859_47.7.png
DONA_Database,all_fail,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/ANP-080b_EunotiaEuryc_17_ps.png
DONA_Database,all_fail,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/9c58627_Eunotia_microcephala_15_1.png
DONA_Database,all_fail,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/eunotia_naegelii_longI.png
DONA_Database,modern_wins,Cyclotella,Processed_Data_PNG/DONA_Database/Cyclotella/cyclotella_atomus_SEM.png
DONA_Database,modern_wins,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/Eunotia_lewisii_SEM2.png
DONA_Database,modern_wins,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/E_macroglossa_41_75r.png
DONA_Database,modern_wins,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/E_montuosa_6th.png
DONA_Database,modern_wins,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/Eunotia_cataractarum_small.png
DONA_Database,modern_wins,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/Eunotia_obliquestriata_isotype.png
DONA_Database,modern_wins,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/Eunotia_cataractarum_isotype_CAS.png
DONA_Database,modern_wins,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/Eunotia_58_076bC_1000x_ps.png
DONA_Database,modern_wins,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/Eunotia_lewisii_SEM3.png
DONA_Database,modern_wins,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/EUzasuminensis_SMM16212b_998_55.4.png
DONA_Database,modern_wins,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/Eunotia_150_080bA_SS.png
DONA_Database,modern_wins,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/Eunotia_mydohaimasiae_5_16_05_1E.png
DONA_Database,modern_wins,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/621_31.1um_Eun_sarraceniae.png
DONA_Database,modern_wins,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/E_macroglossa_51_19r.png
DONA_Database,modern_wins,Eunotia,Processed_Data_PNG/DONA_Database/Eunotia/Eunotia_nymanniana_SEM_ext_5.png
FCE_LTER_Database,all_fail,Eunotia,Processed_Data_PNG/FCE_LTER_Database/Eunotia/Eunotia_ftsp12.png
FCE_LTER_Database,all_fail,Eunotia,Processed_Data_PNG/FCE_LTER_Database/Eunotia/Eunotia_rabenhorstiana_var_elongata.png
FCE_LTER_Database,all_fail,Eunotia,Processed_Data_PNG/FCE_LTER_Database/Eunotia/Eunotia_monodon_morph_02.png
FCE_LTER_Database,all_fail,Aulacoseira,Processed_Data_PNG/FCE_LTER_Database/Aulacoseira/Aulacoseira_italica_morph_01.png
FCE_LTER_Database,all_fail,Pinnularia,Processed_Data_PNG/FCE_LTER_Database/Pinnularia/Pinnularia_maior_var_pulchella.png
FCE_LTER_Database,all_fail,Pinnularia,Processed_Data_PNG/FCE_LTER_Database/Pinnularia/Pinnularia_ftsp19.png
FCE_LTER_Database,all_fail,Pinnularia,Processed_Data_PNG/FCE_LTER_Database/Pinnularia/Pinnularia_ftsp01.png
FCE_LTER_Database,all_fail,Craticula,Processed_Data_PNG/FCE_LTER_Database/Craticula/Craticula_accomodiformis.png
FCE_LTER_Database,all_fail,Frustulia,Processed_Data_PNG/FCE_LTER_Database/Frustulia/Frustulia_sp02FB.png
FCE_LTER_Database,all_fail,Achnanthes,Processed_Data_PNG/FCE_LTER_Database/Achnanthes/Achnanthes_inflata.png
FCE_LTER_Database,all_fail,Achnanthes,Processed_Data_PNG/FCE_LTER_Database/Achnanthes/Achnanthes_hyperboreoides.png
FCE_LTER_Database,all_fail,Achnanthes,Processed_Data_PNG/FCE_LTER_Database/Achnanthes/Achnanthes_caledonica.png
FCE_LTER_Database,all_fail,Achnanthes,Processed_Data_PNG/FCE_LTER_Database/Achnanthes/Achnanthes_ftsp13.png
FCE_LTER_Database,all_fail,Achnanthes,Processed_Data_PNG/FCE_LTER_Database/Achnanthes/Achnanthes_cf_minutissima_f_gracillima.png
FCE_LTER_Database,all_fail,Achnanthes,Processed_Data_PNG/FCE_LTER_Database/Achnanthes/Achnanthes_ftsp05.png
FCE_LTER_Database,modern_wins,Cyclotella,Processed_Data_PNG/FCE_LTER_Database/Cyclotella/Cyclotella_meneghiniana3(1000x)_t.png
FCE_LTER_Database,modern_wins,Eunotia,Processed_Data_PNG/FCE_LTER_Database/Eunotia/Eunotia_flexuosa.png
FCE_LTER_Database,modern_wins,Eunotia,Processed_Data_PNG/FCE_LTER_Database/Eunotia/Eunotia_incisa.png
FCE_LTER_Database,modern_wins,Aulacoseira,Processed_Data_PNG/FCE_LTER_Database/Aulacoseira/Aulacoseira_italica_morph_03.png
FCE_LTER_Database,modern_wins,Cymbella,Processed_Data_PNG/FCE_LTER_Database/Cymbella/Cymbella_aspera.png
FCE_LTER_Database,modern_wins,Pinnularia,Processed_Data_PNG/FCE_LTER_Database/Pinnularia/Pinnularia_ftsp17.png
FCE_LTER_Database,modern_wins,Pinnularia,Processed_Data_PNG/FCE_LTER_Database/Pinnularia/Pinnularia_ftsp15.png
FCE_LTER_Database,modern_wins,Pinnularia,Processed_Data_PNG/FCE_LTER_Database/Pinnularia/Pinnularia_ftsp16.png
FCE_LTER_Database,modern_wins,Pinnularia,Processed_Data_PNG/FCE_LTER_Database/Pinnularia/Pinularia_sp01FB.png
FCE_LTER_Database,modern_wins,Pinnularia,Processed_Data_PNG/FCE_LTER_Database/Pinnularia/Pinnularia_viridiformis.png
FCE_LTER_Database,modern_wins,Caloneis,Processed_Data_PNG/FCE_LTER_Database/Caloneis/Caloneis_excentrica_a.png
FCE_LTER_Database,modern_wins,Diploneis,Processed_Data_PNG/FCE_LTER_Database/Diploneis/Diploneis_chersonensis_var_apiformis_Montage.png
FCE_LTER_Database,modern_wins,Fallacia,Processed_Data_PNG/FCE_LTER_Database/Fallacia/Fallacia_florinae.png
FCE_LTER_Database,modern_wins,Gomphonema,Processed_Data_PNG/FCE_LTER_Database/Gomphonema/Gomphonema_auritum.png
FCE_LTER_Database,modern_wins,Gomphonema,Processed_Data_PNG/FCE_LTER_Database/Gomphonema/Gomphonema_clavatulum.png
LOIR_Database,all_fail,Eunotia,Processed_Data_PNG/LOIR_Database/Eunotia/Eunotia%20pectinalis%202.png
LOIR_Database,all_fail,Eunotia,Processed_Data_PNG/LOIR_Database/Eunotia/Eunotia%20pectinalis%201%20.png
LOIR_Database,all_fail,Eunotia,Processed_Data_PNG/LOIR_Database/Eunotia/Eunotia%20pectinalis%202%20.png
LOIR_Database,all_fail,Eunotia,Processed_Data_PNG/LOIR_Database/Eunotia/Eunotia%20formica.png
LOIR_Database,all_fail,Eunotia,Processed_Data_PNG/LOIR_Database/Eunotia/Eunotia%20pectinalis%203%20.png
LOIR_Database,all_fail,Eunotia,Processed_Data_PNG/LOIR_Database/Eunotia/Eunotia%20pectinalis%203.png
LOIR_Database,all_fail,Eunotia,Processed_Data_PNG/LOIR_Database/Eunotia/Eunotia%20flexuosa.png
LOIR_Database,all_fail,Sellaphora,Processed_Data_PNG/LOIR_Database/Sellaphora/Sellaphora%20americana.png
LOIR_Database,all_fail,Epithemia,Processed_Data_PNG/LOIR_Database/Epithemia/Epithemia%20zebra.png
LOIR_Database,all_fail,Epithemia,Processed_Data_PNG/LOIR_Database/Epithemia/Epithemia%20turgida_1592391550079697.png
LOIR_Database,all_fail,Synedra,Processed_Data_PNG/LOIR_Database/Synedra/Synedra%20parasitica_1592391611874932.png
LOIR_Database,all_fail,Synedra,Processed_Data_PNG/LOIR_Database/Synedra/Synedra%20tabulata.png
LOIR_Database,all_fail,Synedra,Processed_Data_PNG/LOIR_Database/Synedra/Synedra%20tabulata_159239080010233.png
LOIR_Database,all_fail,Synedra,Processed_Data_PNG/LOIR_Database/Synedra/Synedra%20gaillonii.png
LOIR_Database,all_fail,Synedra,Processed_Data_PNG/LOIR_Database/Synedra/Synedra_1592390315132366.png
LOIR_Database,modern_wins,Cyclotella,Processed_Data_PNG/LOIR_Database/Cyclotella/Cyclotella%20meneghiniana_1592390303581397.png
LOIR_Database,modern_wins,Cyclotella,Processed_Data_PNG/LOIR_Database/Cyclotella/Cyclotella%20meneghiniana.png
LOIR_Database,modern_wins,Eunotia,Processed_Data_PNG/LOIR_Database/Eunotia/Eunotia%20tenella.png
LOIR_Database,modern_wins,Eunotia,Processed_Data_PNG/LOIR_Database/Eunotia/Eunotia%20monodon.png
LOIR_Database,modern_wins,Eunotia,Processed_Data_PNG/LOIR_Database/Eunotia/Eunotia%20lunaris%20.png
LOIR_Database,modern_wins,Eunotia,Processed_Data_PNG/LOIR_Database/Eunotia/Eunotia%20pectinalis%20.png
LOIR_Database,modern_wins,Epithemia,Processed_Data_PNG/LOIR_Database/Epithemia/Epithemia.png
LOIR_Database,modern_wins,Epithemia,Processed_Data_PNG/LOIR_Database/Epithemia/Epithemia%20zebra%20porcellus.png
LOIR_Database,modern_wins,Epithemia,Processed_Data_PNG/LOIR_Database/Epithemia/Epithemia%20sorex.png
LOIR_Database,modern_wins,Epithemia,Processed_Data_PNG/LOIR_Database/Epithemia/Epithemia%20zebra_1592390345167753.png
LOIR_Database,modern_wins,Epithemia,Processed_Data_PNG/LOIR_Database/Epithemia/Epithemia%20sorex_1592390344610536.png
LOIR_Database,modern_wins,Epithemia,Processed_Data_PNG/LOIR_Database/Epithemia/Epithemia%20turgida.png
LOIR_Database,modern_wins,Synedra,Processed_Data_PNG/LOIR_Database/Synedra/Synedra%20fasciculata.png
LOIR_Database,modern_wins,Surirella,Processed_Data_PNG/LOIR_Database/Surirella/Surirella%20smithii.png
LOIR_Database,modern_wins,Surirella,Processed_Data_PNG/LOIR_Database/Surirella/Surirella%20cuneata.png
